text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration
Wir setzen uns für eine durch Toleranz und Menschlichkeit geprägte Altfallregelung für Flüchtlinge mit langjährigem Aufenthalt ein.,We advocate for an old-case regulation for refugees with many years of residence that is characterized by tolerance and humanity.,201.0,,41113,2002,41113_2002_67321,201,1.0
"Flüchtlingspolitik heißt für uns zum einen, Fluchtursachen zu beseitigen,","For us, refugee policy means, on the one hand, eliminating the causes of flight and,",107.0,,41113,2002,41113_2002_67323,107,1.0
"und zum anderen, Menschen auf der Flucht bei uns menschenrechtlich und rechtsstaatlich gesicherten Schutz zu gewähren.","on the other hand, granting people on the run protection in our country in accordance with human rights and the rule of law.",201.0,,41113,2002,41113_2002_67324,201,1.0
"Faire, effektive und zügige Asylverfahren sind im Interesse der Asylsuchenden wie der Behörden.","Fair, effective, and expeditious asylum procedures are in the interest of both asylum seekers and the authorities.",201.0,,41113,2002,41113_2002_67325,201,1.0
Deshalb wollen wir die Asylanerkennungsverfahren weiter verbessern.,That is why we want to further improve asylum recognition procedures.,303.0,,41113,2002,41113_2002_67326,303,1.0
Vor der Asylantragstellung müssen umfassende und unabhängige Beratungsmöglichkeiten eingerichtet werden.,Comprehensive and independent counseling services must be established before asylum applications are filed.,303.0,,41113,2002,41113_2002_67327,303,1.0
die Abschiebehaft so weit wie möglich vermeiden.,avoid detention pending deportation as far as possible.,201.0,,41113,2002,41113_2002_67329,201,1.0
"Auch Flüchtlinge müssen Zugang zu Arbeitsplätzen haben, die ihrer Qualifikation entsprechen.",Refugees must also have access to jobs that match their qualifications.,705.0,,41113,2002,41113_2002_67330,705,1.0
Das Auseinanderklaffen von Sozialhilfe und Leistungen nach dem Asylbewerberleistungsgesetz wollen wir durch eine soziale Grundsicherung überwinden.,We want to overcome the discrepancy between social assistance and benefits under the Asylum Seekers' Benefits Act by providing basic social security.,504.0,,41113,2002,41113_2002_67331,504,1.0
"Die Unterbringung von Asylbewerberinnen und Asylbewerbern in Sammelunterkünften und das Sachleistungsprinzip sind auf Dauer menschenunwürdig, deshalb wollen wir sie abschaffen.","The accommodation of asylum seekers in collective housing and the principle of benefits in kind are inhumane in the long term, which is why we want to abolish them.",705.0,,41113,2002,41113_2002_67332,705,1.0
Die Strafbarkeit der Verletzung der Residenzpflicht soll fallen.,The punishability of violating the residency requirement is to be dropped.,705.0,,41113,2002,41113_2002_67333,705,1.0
"Menschen, die in Deutschland aufgewachsen sind, hier ihren Lebensmittelpunkt haben und hier straffällig geworden sind, dürfen nicht abgeschoben werden, weil sie dadurch doppelt bestraft würden.","People who have grown up in Germany, have their center of life here and have committed crimes here must not be deported because this would punish them twice.",201.0,,41113,2002,41113_2002_67334,201,1.0
Illegalisierten Menschen dürfen elementare Rechte wie z. B. die medizinische Versorgung und der Schulbesuch der Kinder nicht länger vorenthalten werden.,Illegalized people must no longer be denied elementary rights such as medical care and school attendance for their children.,201.0,,41113,2002,41113_2002_67336,201,1.0
"Den Vorschlag aus der katholischen Kirche, in einem einmaligen Akt Illegale („sans papiers“) zu legalisieren, halten wir für unterstützenswert.","We consider the proposal from the Catholic Church to legalize illegals (""sans papiers"") in a one-time act worthy of support.",201.0,,41113,2002,41113_2002_67337,201,1.0
"Um die Schutzlücke für minderjährige, unbegleitete Flüchtlinge zu schließen, wollen wir, dass die Bundesregierung die Vorbehalte gegen die Kinderkonvention der Vereinten Nationen zurücknimmt.","In order to close the protection gap for underage, unaccompanied refugees, we want the federal government to withdraw its reservations to the United Nations Convention on the Rights of the Child.",201.0,,41113,2002,41113_2002_67338,201,1.0
"weiter engagieren wir uns für eine Verfassungsänderung, die allen EinwanderInnen mit Niederlassungsrecht das aktive und passive Wahlrecht in den Kommunen gewährt.","furthermore, we are committed to a constitutional amendment that grants all immigrants with the right of settlement the right to vote and stand for election in the municipalities.",202.0,,41113,2002,41113_2002_67346,202,1.0
"Wir haben das Aufenthaltsrecht für ausländische Ehefrauen verbessert,","We have improved the right of residence for foreign wives,",706.0,,41113,2002,41113_2002_67516,706,1.0
"Zeuginnen, die den Mut aufbringen gegen die Täter auszusagen, brauchen ein sicheres Aufenthaltsrecht in Deutschland.",Witnesses who have the courage to testify against the perpetrators need a secure right of residence in Germany.,201.0,,41113,2002,41113_2002_67589,201,1.0
Die für Asylverfahren entscheidenden Lageberichte wurden neu gefasst,The situation reports that are decisive for asylum procedures were revised,303.0,,41113,2002,41113_2002_67617,303,1.0
Ferner sollen insbesondere bei Kindern mit Migrationshintergrund Sprachdefizite zur Wahrung der Chancengleichheit ausgeglichen werden.,"Furthermore, language deficits should be compensated for, especially in the case of children with a migration background, in order to maintain equal opportunities.",503.0,,41420,2005,41420_2005_68472,503,1.0
Jeder zweite Stammzellforscher erwägt bereits die Abwanderung ins Ausland.,Every second stem cell researcher is already considering moving abroad.,411.0,,41420,2005,41420_2005_68524,411,1.0
"Es muß gelingen, den Wissenschaftsstandort Deutschland so attraktiv zu machen, daß wir Spitzenforscher aus dem Ausland zu uns holen und unsere Wissenschaftler halten können.",We must succeed in making Germany so attractive as a location for science that we can attract top researchers from abroad and retain our scientists.,411.0,,41420,2005,41420_2005_68558,411,1.0
"Außerdem muß die Freizügigkeit im EU-Raum auch für eingetragene Lebenspartner gesichert werden, wenn einer der Partner die Staatsangehörigkeit eines Nicht-EU-Landes hat.","In addition, freedom of movement in the EU area must also be ensured for registered partners if one of the partners is a national of a non-EU country.",503.0,,41420,2005,41420_2005_68883,503,1.0
Deutschland ist und bleibt ein Einwanderungsland.,Germany is and will remain a country of immigration.,602.0,,41420,2005,41420_2005_68904,602,1.0
Die Zuwanderungsdebatte der letzten Jahre hat sich zu sehr auf die Frage der Neuzuwanderung konzentriert.,The immigration debate of recent years has focused too much on the issue of new immigration.,305.0,,41420,2005,41420_2005_68906,305,1.0
"Es darf aber nicht vernachlässigt werden, daß einige Millionen Ausländer und Spätaussiedler in Deutschland leben, von denen ein Teil keineswegs gut in unsere Gesellschaft integriert ist.","However, it must not be neglected that several million foreigners and ethnic German immigrants live in Germany, some of whom are by no means well integrated into our society.",607.0,,41420,2005,41420_2005_68907,607,1.0
"Der neue Rechtsanspruch auf einen Integrationskurs nach dem Zuwanderungsgesetz besteht grundsätzlich nur für ausländische Neuzuwanderer aus Drittstaaten, sofern deren Aufenthalt auf Dauer angelegt ist.","The new legal entitlement to an integration course under the Immigration Act only applies to new foreign immigrants from third countries, provided their stay is permanent.",607.0,,41420,2005,41420_2005_68910,607,1.0
"Menschen aus Drittstaaten, die bereits länger in Deutschland leben, und Unionsbürger haben keinen Anspruch auf Kursteilnahme.",People from third countries who have already lived in Germany for a longer period of time and citizens of the European Union are not entitled to participate in courses.,607.0,,41420,2005,41420_2005_68911,607,1.0
"Wir fordern daher ein Konzept, das sich gezielt des Problems der Integration dieser schon länger hier lebenden Zuwanderungsgruppe annimmt und die Angebote verbessert.","We therefore call for a concept that specifically addresses the problem of integrating this immigrant group, which has been living here for a long time, and improves the services offered.",607.0,,41420,2005,41420_2005_68912,607,1.0
"Wir erwarten aber von Zuwanderern auch die Bereitschaft, Integrationsangebote wahrzunehmen und insbesondere die deutsche Sprache zu erlernen.","However, we also expect immigrants to be willing to take up integration offers and, in particular, to learn the German language.",608.0,,41420,2005,41420_2005_68913,608,1.0
Der Aufbau der europäischen Grenzpolizei zur Sicherung der Außengrenzen der EU muß schnell vorangetrieben werden.,The establishment of the European border police to secure the EU's external borders must be pushed ahead quickly.,108.0,,41420,2005,41420_2005_69140,108,1.0
"Zum Ausgleich des Wegfalls der bisherigen Grenzkontrollen muß der Schengenmechanismus greifen, der einen umfassenden Datenaustausch, einheitliche Visaregelungen und funktionierende Kontrollen im bisher grenznahen Bereich vorsieht.","To compensate for the abolition of the previous border controls, the Schengen mechanism must take effect, which provides for a comprehensive exchange of data, uniform visa regulations and functioning controls in the area previously close to the border.",108.0,,41420,2005,41420_2005_69141,108,1.0
"Wir fordern, die neuen Mitgliedstaaten beim Aufbau der technischen und personellen Voraussetzungen zur Sicherung des Schengenraums zu fördern und die Kontrolle des Umgangs mit den Daten zu verbessern.",We demand that the new member states be supported in building up the technical and personnel requirements for securing the Schengen area and that the control of the handling of data be improved.,108.0,,41420,2005,41420_2005_69142,108,1.0
"Deutschland hat endlich ein modernes Zuwanderungsrecht, das der gebotenen Humanität",Germany finally has a modern immigration law that complies with the required humanity.,201.0,,41320,2005,41320_2005_69406,201,1.0
Die Zuwanderung nach Deutschland sinkt.,Immigration to Germany is falling.,305.0,,41320,2005,41320_2005_69408,305,1.0
Sie haben ein vernünftiges Einwanderungsgesetzblockiert und zögern beim Ausbau einer besseren Kinderbetreuung.,They have blocked a sensible immigration bill and are dithering on expanding better child care.,604.0,,41320,2005,41320_2005_69560,604,1.0
"■  Wir wollen mehr junge Menschen für Forschung und Wissenschaft begeistern und unsere Hochschulen und Forschungseinrichtungen zu Orten machen, die die besten Köpfe der Welt interessieren.",■ We want to get more young people excited about research and science and make our universities and research institutions places that interest the world's best minds.,506.0,,41320,2005,41320_2005_69620,506,1.0
"Wir dürfen nicht akzeptieren, dass Deutschlandbei hoher Arbeitslosigkeit in bestimmten Berufen in hohem Maß auf Arbeitnehmerinnen und Arbeitnehmer – oft saisonal – aus dem Ausland angewiesen sind.",We must not accept the fact that Germany is heavily dependent on workers - often seasonally - from abroad when unemployment is high in certain professions.,702.0,,41320,2005,41320_2005_69708,702,1.0
Deutschland ist seit Jahrzehnten ein Einwanderungsland.,Germany has been an immigration country for decades.,602.0,,41320,2005,41320_2005_69997,602,1.0
"Den von uns begonnenen Weg der Steuerung, Begrenzung und Integration von Zuwanderung wollen wir konsequent fortführen.","We want to consistently continue the path of controlling, limiting and integrating immigration that we have begun.",601.0,,41320,2005,41320_2005_69999,601,1.0
"Ziel ist die Einbürgerung der Menschen, die Deutschland legal zu ihrem Lebensmittelpunktgemacht haben.",The goal is the naturalization of people who have legally made Germany their center of life.,705.0,,41320,2005,41320_2005_70001,705,1.0
"Beginnend mit Sprachförderung im frühen Kindesalter im Rahmender Kinderbetreuung bis zu berufsvorbereitenden Maßnahmen zum Ende der Schulzeit, wie sie derzeit von einigen Stiftungen in Deutschland durchgeführt werden, werden wir feste Grundlagen für die Bildung von Kindern und Jugendlichen ausländischer Herkunft und für den Einstieg in ihr Berufsleben legen.","Starting with language support in early childhood as part of childcare and extending to vocational preparation measures at the end of schooling, such as those currently being implemented by some foundations in Germany, we will lay firm foundations for the education of children and young people of foreign origin and for their entry into working life.",506.0,,41320,2005,41320_2005_70003,506,1.0
Wir wollen Kindern und Jugendlichen ausländischer Herkunft eine adäquate Zukunftsperspektive in Deutschland geben und ihnen den Übergang ins Berufsleben ermöglichen.,We want to give children and young people of foreign origin adequate prospects for the future in Germany and enable them to make the transition to working life.,705.0,,41320,2005,41320_2005_70004,705,1.0
"Beim Integrationsprozess von Frauen ausländischer Herkunft stehen ihre gleichberechtigte Teilhabe am politischen, wirtschaftlichen und kulturellen Leben, die Vermittlung der deutschen Sprache für den Einstieg in Bildung und Beruf im Vordergrund.","In the integration process of women of foreign origin, the focus is on their equal participation in political, economic and cultural life, on teaching them the German language for entry into education and work.",503.0,,41320,2005,41320_2005_70006,503,1.0
Deswegen werden wir unsere erfolgreich begonnenen Maßnahmen zur Integration ausländischer Frauen weiter verstärken und ihre gesellschaftliche und berufliche Integration voranbringen.,That is why we will continue to strengthen our successfully initiated measures for the integration of foreign women and advance their social and professional integration.,705.0,,41320,2005,41320_2005_70007,705,1.0
Wir stehen zum Recht auf Asyl – ohne Wenn und Aber.,We stand by the right to asylum - without ifs and buts.,,,41223,2025,41223_2025_70280,,1.0
"Wir wollen keine Festung Europa, die Menschen im Mittelmeer ertrinken oder in der Wüste verdursten lässt.",We do not want a Fortress Europe that allows people to drown in the Mediterranean or die of thirst in the desert.,,,41223,2025,41223_2025_70281,,1.0
Wir werden die Zwangsunterbringung von Geflüchteten in Massenunterkünften beenden,We will end the forced accommodation of refugees in mass housing,201.2,,41223,2025,41223_2025_70524,201.2,1.0
"und dafür sorgen, dass für Wohnungslose, Saison- und Wanderarbeiter*innen und geflüchtete Menschen regulärer Wohnraum bereitsteht, der ihren Bedürfnissen entspricht.","and ensure that regular housing that meets their needs is available for homeless people, seasonal and migrant workers and refugees.",201.2,,41223,2025,41223_2025_70525,201.2,1.0
"Wir wollen verhindern, dass einzelne Superreiche Steuern umgehen, indem sie beispielsweise ins Ausland ziehen oder ihre Geschäfte verlagern.","We want to prevent individual super-rich people from avoiding taxes, for example by moving abroad or relocating their businesses.",503,,41223,2025,41223_2025_70657,503,1.0
und Fluchtbewegungen.,and refugee movements.,201.2,,41223,2025,41223_2025_70723,201.2,1.0
"Eine sichere und auskömmliche Rente ist auf genügend Zuwanderung, eine hohe Frauenerwerbsquote, das Zurückdrängen des Niedriglohnsektors und eine Familienpolitik angewiesen, die dafür sorgt, dass Kinder kein individueller wirtschaftlicher, sozialer und beruflicher Risikofaktor sind.","A secure and adequate pension depends on sufficient immigration, a high female employment rate, the reduction of the low-wage sector and a family policy that ensures that children are not an individual economic, social and occupational risk factor.",504,,41223,2025,41223_2025_70771,504,1.0
Bis zur Einführung einer Kindergrundsicherung soll das Mindest-Elterngeld nicht auf Bürgergeld und Leistungen nach dem Asylbewerberleistungsgesetz angerechnet werden.,"Until the introduction of a basic child insurance scheme, the minimum parental allowance should not be offset against citizens' allowance and benefits under the Asylum Seekers Benefits Act.",504,,41223,2025,41223_2025_70784,504,1.0
Menschen ohne regulären Aufenthaltsstatus und Nichtversicherte wie etwa Wohnungslose müssen bundesweit Zugang zur Gesundheitsversorgung erhalten.,"People without regular residence status and the uninsured, such as the homeless, must be given nationwide access to healthcare.",504,,41223,2025,41223_2025_70855,504,1.0
Keine Ausbeutung ausländischer Arbeitskräfte in der Pflege!,No exploitation of foreign workers in the care sector!,503,,41223,2025,41223_2025_70976,503,1.0
"Die Angleichung der sozialen Lage beugt Standortverlagerung, Lohndumping und Abwanderung von Fachkräften vor, Regionen dürfen nicht gegeneinander ausgespielt werden.","The harmonization of the social situation prevents relocation, wage dumping and the emigration of skilled workers; regions must not be played off against each other.",503,,41223,2025,41223_2025_71173,503,1.0
Wir stellen uns der weiteren Aufrüstung der EU und der Militarisierung der europäischen Grenzen entgegen.,We oppose the further armament of the EU and the militarization of European borders.,105,,41223,2025,41223_2025_71186,105,1.0
wie Deals zum Zweck der Abschottung gegen Geflüchtete.,as deals to seal off refugees.,201.2,,41223,2025,41223_2025_71188,201.2,1.0
Die Abschottungsagentur Frontex muss umgewandelt werden in eine europäische Rettungsmission.,The Frontex agency must be transformed into a European rescue mission.,201.2,,41223,2025,41223_2025_71189,201.2,1.0
oder die Abschottung gegen Geflüchtete,or the isolation of refugees,201.2,,41223,2025,41223_2025_71229,201.2,1.0
"Volle Sozialversicherung in jedem Arbeitsverhältnis ab dem ersten Euro statt Minijobs, Midijobs und Ausnahmen für ausländische Saisonbeschäftigte.","Full social insurance in every employment relationship from the first euro instead of mini-jobs, midi-jobs and exceptions for foreign seasonal workers.",504,,41223,2025,41223_2025_71280,504,1.0
"Damit der Arbeitsschutz funktioniert, dürfen auch ausländischen Beschäftigten keine Nachteile durch Kontrollen oder Meldung von Missständen entstehen.","To ensure that occupational health and safety works, foreign employees must not suffer any disadvantages as a result of inspections or the reporting of grievances.",701,,41223,2025,41223_2025_71289,701,1.0
Deshalb müssen Aufenthaltsrechte unabhängig vom Arbeitsvertrag sein.,Residence rights must therefore be independent of the employment contract.,607.2,,41223,2025,41223_2025_71290,607.2,1.0
"Gleiche Bezahlung von Frauen, Beschäftigten mit Migrationsgeschichte und unabhängig von der geschlechtlichen Identität müssen endlich gewährleistet werden – Gender Pay Gap und Migration Pay Gap überwinden!","Equal pay for women, employees with a history of migration and regardless of gender identity must finally be guaranteed - overcoming the gender pay gap and migration pay gap!",503,,41223,2025,41223_2025_71300,503,1.0
Die Anerkennung sowie Qualifizierung zugewanderter Lehrkräfte wollen wir verbessern,We want to improve the recognition and qualification of immigrant teachers,506,,41223,2025,41223_2025_71842,506,1.0
sowie Sprach- und Alphabetisierungskurse auch für die Eltern und Geschwister von migrantischen Kindern ermöglicht.,"as well as language and literacy courses, including for the parents and siblings of migrant children.",607.2,,41223,2025,41223_2025_71888,607.2,1.0
– vor allem Hauptschüler*innen und Migrant*innen sind benachteiligt.,- lower secondary school pupils and migrants in particular are at a disadvantage.,503,,41223,2025,41223_2025_71909,503,1.0
Auch Menschen mit Duldung oder einer Aufenthaltserlaubnis aus humanitären Gründen sollen Zugang zu BAföG erhalten.,People with a tolerated stay permit or a residence permit for humanitarian reasons should also have access to BAföG.,506,,41223,2025,41223_2025_71954,506,1.0
Wir fordern für Geflüchtete und andere Studierende eine unbürokratische Anerkennung von Abschlüssen und einen vereinfachten Zugang zum Studium.,We demand unbureaucratic recognition of qualifications and simplified access to studies for refugees and other students.,506,,41223,2025,41223_2025_71958,506,1.0
Absurde Regelungen etwa mit Blick auf den Kriegsfall oder rassistische Ausschlüsse (etwa von Geflüchteten) müssen gestrichen werden.,"Absurd regulations, for example with regard to war or racist exclusions (e.g. of refugees), must be removed.",503,,41223,2025,41223_2025_72273,503,1.0
"Die Linke tritt für ein Wahlrecht auf allen Ebenen auch für Menschen ohne deutsche Staatsangehörigkeit ein, die sich seit mindestens fünf Jahren in Deutschland aufhalten.","The Left Party advocates the right to vote at all levels, including for people without German citizenship who have been living in Germany for at least five years.",202.1,,41223,2025,41223_2025_72306,202.1,1.0
"Proteste gegen die Klimakatastrophe, für Frieden oder gegen rechte Migrationspolitik bekommen unsere Unterstützung, auch wenn sie sich Methoden des zivilen Ungehorsams zu eigen machen.","We support protests against the climate catastrophe, for peace or against right-wing migration policies, even if they adopt methods of civil disobedience.",606.2,,41223,2025,41223_2025_72308,606.2,1.0
"Das Berliner Partizipationsgesetz soll auf die Bundesebene übertragen werden, um den Anteil der Menschen mit Migrationshintergrund gerade in der Bundespolizei zu erhöhen.","The Berlin Participation Act should be transferred to the federal level in order to increase the proportion of people with a migration background, particularly in the federal police force.",503,,41223,2025,41223_2025_72341,503,1.0
"Dass die Regierung den rechten Forderungen bei Flucht und Asylrecht nachgegeben hat, hat die Rechte stärker gemacht, nicht schwächer.","The fact that the government has given in to right-wing demands on refugees and asylum law has made the right stronger, not weaker.",201.2,,41223,2025,41223_2025_72404,201.2,1.0
"Projekte der mobilen Beratung gegen Rechtsextremismus, Opferberatungen und zivilgesellschaftliche Demokratiebündnisse, Migrant*innen-Selbstorganisationen sowie Antifa-Initiativen müssen mit einem echten, wirksamen Demokratiefördergesetz stärker unterstützt und langfristig finanziell abgesichert werden.","Mobile counselling projects against right-wing extremism, victim counselling and civil society democracy alliances, migrant self-organizations and antifa initiatives must be given more support and long-term financial security with a genuine, effective democracy promotion law.",606.1,,41223,2025,41223_2025_72412,606.1,1.0
"17. Für eine gerechte Einwanderungsgesellschaft, Asylrecht verteidigen","17. for a just immigration society, defend the right to asylum",H,,41223,2025,41223_2025_72426,H,1.0
"Die Linke steht für eine solidarische Einwanderungsgesellschaft,","The Left stands for an immigration society based on solidarity,",602.2,,41223,2025,41223_2025_72427,602.2,1.0
Die Migrationsdebatte von rechts macht Migrant*innen und Geflüchtete zu Sündenböcken für die verfehlte Politik im Interesse der Reichen.,The right-wing migration debate turns migrants and refugees into scapegoats for failed policies in the interests of the rich.,602.2,,41223,2025,41223_2025_72433,602.2,1.0
"Statt einer Debatte zwischen einem „Wir“ und „den Anderen“, die Menschen gegeneinander ausspielt, orientiert sich Die Linke am Leitbild einer demokratischen und sozialen Einwanderungsgesellschaft, die die Würde des Menschen in den Mittelpunkt stellt.","Instead of a debate between an ""us"" and ""the others"" that pits people against each other, Die Linke is guided by the model of a democratic and social immigration society that focuses on human dignity.",602.2,,41223,2025,41223_2025_72434,602.2,1.0
"Um diese zu gestalten und ein gutes Ankommen für Geflüchtete zu ermöglichen, müssen entsprechende gesetzliche, finanzielle und strukturelle Rahmenbedingungen geschaffen werden, damit insbesondere die Kommunen nicht mit den Aufgaben der Versorgung, Unterbringung und integrativer Angebote allein gelassen werden.","In order to shape this and enable a good arrival for refugees, appropriate legal, financial and structural framework conditions must be created so that local authorities in particular are not left alone with the tasks of providing care, accommodation and integrative services.",201.2,,41223,2025,41223_2025_72435,201.2,1.0
"Wir fordern, dass alle Geflüchteten ab dem Tag ihrer Ankunft in Deutschland eine uneingeschränkte Arbeitserlaubnis erhalten.",We demand that all refugees receive an unrestricted work permit from the day they arrive in Germany.,607.2,,41223,2025,41223_2025_72437,607.2,1.0
"Kommunen, die die Bedingungen für eine Willkommenskultur verbessern wollen, können damit Mittel für die Versorgung und Teilhabe von Geflüchteten beantragen.",Municipalities that want to improve the conditions for a welcoming culture can use it to apply for funding for the care and participation of refugees.,607.2,,41223,2025,41223_2025_72440,607.2,1.0
Außerdem muss der Bund über eine Pro-Personen-Pauschale die Unterbringungskosten für Geflüchtete vollständig erstatten.,"In addition, the federal government must fully reimburse the accommodation costs for refugees via a per-person lump sum.",607.2,,41223,2025,41223_2025_72442,607.2,1.0
Geflüchtete wollen wir bundesweit dezentral und in Wohnungen unterbringen und ihnen flächendeckend kostenlose Sprachkurse anbieten.,We want to accommodate refugees nationwide in decentralized housing and offer them free language courses nationwide.,607.2,,41223,2025,41223_2025_72443,607.2,1.0
Das Chaos an den europäischen Grenzen ist das Ergebnis von Politikversagen.,The chaos at Europe's borders is the result of political failure.,305.1,,41223,2025,41223_2025_72446,305.1,1.0
"Wir finden uns nicht damit ab, dass jedes Jahr Tausende von Menschen an den europäischen Grenzen sterben.",We are not resigned to the fact that thousands of people die at Europe's borders every year.,201.2,,41223,2025,41223_2025_72447,201.2,1.0
"Wir wollen sichere, legale Einreisemöglichkeiten in die EU.","We want safe, legal entry into the EU.",201.2,,41223,2025,41223_2025_72448,201.2,1.0
Das entzieht Schleppern die Geschäftsgrundlage.,This removes the business basis for people smugglers.,201.2,,41223,2025,41223_2025_72449,201.2,1.0
"Die Genfer Flüchtlingskonvention, die UN-Kinderrechtskonvention und die Europäische Menschenrechtskonvention müssen eingehalten werden.","The Geneva Refugee Convention, the UN Convention on the Rights of the Child and the European Convention on Human Rights must be respected.",201.2,,41223,2025,41223_2025_72450,201.2,1.0
Die EU-Abschottungsagentur Frontex muss aufgelöst und durch ein ziviles europäisches Seenotrettungsprogramm ersetzt werden.,The EU's Frontex agency must be disbanded and replaced by a civilian European sea rescue program.,201.2,,41223,2025,41223_2025_72452,201.2,1.0
Bestehende Instrumente zur Überwachung des Mittelmeers und der Außengrenzen wollen wir in den Dienst der Seenotrettung stellen.,We want to put existing instruments for monitoring the Mediterranean and external borders at the service of sea rescue.,201.2,,41223,2025,41223_2025_72453,201.2,1.0
"Flüchtlingsdeals mit der Türkei, mit Milizen und Diktatoren müssen aufgekündigt werden (Kapitel 6).","Refugee deals with Turkey, militias and dictators must be terminated (Chapter 6).",201.2,,41223,2025,41223_2025_72456,201.2,1.0
Asylrecht ist Menschenrecht.,The right to asylum is a human right.,201.2,,41223,2025,41223_2025_72457,201.2,1.0
Wir lehnen alle bisherigen Asylrechtsverschärfungen ab.,We reject all previous tightening of asylum law.,201.2,,41223,2025,41223_2025_72458,201.2,1.0
Der individuelle Zugang zu Asylverfahren und Rechtsschutz muss für Asylsuchende auch an den EU- Außengrenzen sichergestellt werden.,Individual access to asylum procedures and legal protection must also be guaranteed for asylum seekers at the EU's external borders.,201.2,,41223,2025,41223_2025_72459,201.2,1.0
"Schnellverfahren und Inhaftierung von Schutzsuchenden (ob in sogenannten Rückkehr-, Transit-, kontrollierten Zentren oder „Hotspots“) lehnen wir ab.","We reject fast-track procedures and the detention of people seeking protection (whether in so-called return, transit or controlled centers or ""hotspots"").",201.2,,41223,2025,41223_2025_72460,201.2,1.0
Der Europäische Gerichtshof für Menschenrechte hat entschieden: Asylsuchende brauchen einen Zugang zu wirksamem Rechtsschutz an der Grenze.,The European Court of Human Rights has ruled that Asylum seekers need access to effective legal protection at the border.,201.2,,41223,2025,41223_2025_72461,201.2,1.0
In Deutschland muss es eine unabhängige Asylverfahrensberatung durch Wohlfahrtsverbände und Vereine geben.,"In Germany, there must be independent asylum procedure advice from charities and associations.",201.2,,41223,2025,41223_2025_72462,201.2,1.0
Die Verantwortung darf nicht mithilfe von sichere Drittstaaten- oder Herkunftsländerregelungen verlagert werden.,Responsibility must not be shifted with the help of safe third country or country of origin regulations.,201.2,,41223,2025,41223_2025_72464,201.2,1.0
Das Gemeinsame Europäische Asylsystem GEAS lehnen wir ab.,We reject the Common European Asylum System (CEAS).,201.2,,41223,2025,41223_2025_72465,201.2,1.0
Verfolgung wegen sexueller Orientierung und von trans* und intergeschlechtlichen Menschen (LSBTIQA*) muss in der Praxis als Fluchtgrund anerkannt werden.,Persecution on the grounds of sexual orientation and of trans* and intersex people (LGBTIQA*) must be recognized in practice as a reason for flight.,201.2,,41223,2025,41223_2025_72466,201.2,1.0
Systematische Binnengrenzkontrollen und Zurückweisungen von Schutzsuchenden an den Grenzen sind unzulässig.,Systematic internal border controls and rejections of people seeking protection at the borders are inadmissible.,201.2,,41223,2025,41223_2025_72467,201.2,1.0
Wir fordern die Anerkennung von Klima- und Umweltfolgeschäden sowie Armut als Fluchtgründe und eine entsprechende humanitäre Visavergabe.,We call for the recognition of climate and environmental damage as well as poverty as reasons for fleeing and for humanitarian visas to be issued accordingly.,201.2,,41223,2025,41223_2025_72469,201.2,1.0
Es braucht umfassende Aufnahmekontingente über das Resettlement-Programm des UNHCR und die Aufhebung des Visumszwangs für Schutzsuchende.,We need comprehensive admission quotas via the UNHCR's resettlement program and the abolition of visa requirements for people seeking protection.,201.2,,41223,2025,41223_2025_72470,201.2,1.0
Wir wollen eine europäische Fluchtumlage.,We want a European refugee levy.,201.2,,41223,2025,41223_2025_72471,201.2,1.0
"Länder, Regionen und Städte, die bereit sind, mehr Geflüchtete aufzunehmen und adäquat unterzubringen und zu versorgen, werden mit EU-Mitteln finanziell unterstützt.","Countries, regions and cities that are prepared to take in more refugees and provide them with adequate accommodation and care will receive financial support from EU funds.",201.2,,41223,2025,41223_2025_72472,201.2,1.0
Wir sind eine Einwanderungsgesellschaft – und müssen das auch sein.,We are an immigration society - and we have to be.,H,,41223,2025,41223_2025_72476,H,1.0
Für eine gerechte Einwanderungsgesellschaft müssen die Hindernisse für gutes Ankommen und volle Teilhabe an der Gesellschaft beseitigt werden.,"For a fair immigration society, the obstacles to a good arrival and full participation in society must be removed.",602.2,,41223,2025,41223_2025_72479,602.2,1.0
Menschen mit Migrationsgeschichte sind in allen gesellschaftlichen Bereichen vertreten und leisten wertvolle Arbeit – ganze Lebensbereiche würden ohne sie sofort zusammenbrechen.,People with a history of migration are represented in all areas of society and do valuable work - entire areas of life would immediately collapse without them.,503,,41223,2025,41223_2025_72480,503,1.0
Daher braucht es Aufenthalts- und Arbeitserlaubnisse unabhängig von Beschäftigungsdauer und Arbeitgeber sowie flächendeckende Kontrollen zur Durchsetzung des Mindestlohns.,"This is why residence and work permits are needed regardless of length of employment and employer, as well as comprehensive checks to enforce the minimum wage.",607.2,,41223,2025,41223_2025_72481,607.2,1.0
Qualifikationen und Abschlüsse auch von Nicht-EU-Bürger*innen müssen schneller anerkannt werden.,"Qualifications and degrees, including those of non-EU citizens, must be recognized more quickly.",607.2,,41223,2025,41223_2025_72482,607.2,1.0
Alle hier geborenen Kinder und Jugendlichen sollen die deutsche Staatsangehörigkeit erhalten.,All children and young people born here should be granted German citizenship.,607.2,,41223,2025,41223_2025_72484,607.2,1.0
