text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
"With unemployment totaling almost 6 million people, there is justification for labor migration to Germany only in exceptional cases.","With unemployment totaling almost 6 million people, there is justification for labor migration to Germany only in exceptional cases.",601.0,,41521,2002,41521_2002_53600,601,1,economic
"Given government programs to integrate young people into the labor market and growing unemployment among workers older than 55, more immigration is not responsible.","Given government programs to integrate young people into the labor market and growing unemployment among workers older than 55, more immigration is not responsible.",601.0,,41521,2002,41521_2002_53601,601,1,economic
The qualification of domestic workers has priority over immigration.,The qualification of domestic workers has priority over immigration.,601.0,,41521,2002,41521_2002_53602,601,1,economic
"In the future, we must be increasingly open to top foreign talent, not only in sports and culture, but also to ensure scientific excellence, high innovative strength and economic dynamism.","In the future, we must be increasingly open to top foreign talent, not only in sports and culture, but also to ensure scientific excellence, high innovative strength and economic dynamism.",411.0,,41521,2002,41521_2002_53603,411,1,economic
We want to further restrict immigration incentives for asylum seekers who are not eligible for recognition.,We want to further restrict immigration incentives for asylum seekers who are not eligible for recognition.,601.0,,41521,2002,41521_2002_53604,601,1,humanitarian
Only state persecution may give rise to a claim to asylum and residence.,Only state persecution may give rise to a claim to asylum and residence.,601.0,,41521,2002,41521_2002_53605,601,1,humanitarian
"We will speed up administrative court decisions in asylum cases and, to this end, concentrate judicial responsibilities for reviewing asylum decisions in order to combat abuse of the right to asylum.","We will speed up administrative court decisions in asylum cases and, to this end, concentrate judicial responsibilities for reviewing asylum decisions in order to combat abuse of the right to asylum.",601.0,,41521,2002,41521_2002_53606,601,1,humanitarian
The external borders of the European Union must be secured against illegal immigration and organized smuggling.,The external borders of the European Union must be secured against illegal immigration and organized smuggling.,601.0,,41521,2002,41521_2002_53609,601,1,security
"We will work towards more efficient cooperation between the border guards, police and judiciary of the countries involved.","We will work towards more efficient cooperation between the border guards, police and judiciary of the countries involved.",605.0,,41521,2002,41521_2002_53610,605,1,security
We will include all foreign refugees in the Asylum Seekers' Benefits Act with the lower benefits compared to social assistance for the duration of their only temporary stay.,We will include all foreign refugees in the Asylum Seekers' Benefits Act with the lower benefits compared to social assistance for the duration of their only temporary stay.,601.0,,41521,2002,41521_2002_53611,601,1,humanitarian
We want to enforce fair burden-sharing in refugee policy in Europe.,We want to enforce fair burden-sharing in refugee policy in Europe.,601.0,,41521,2002,41521_2002_53613,601,1,humanitarian
"Comparable rules for admission, residence and termination of stay must apply throughout the EU in order to reduce the still too high number of unjustified asylum seekers in Europe in the interest of internal peace and the protection of the politically persecuted.","Comparable rules for admission, residence and termination of stay must apply throughout the EU in order to reduce the still too high number of unjustified asylum seekers in Europe in the interest of internal peace and the protection of the politically persecuted.",601.0,,41521,2002,41521_2002_53614,601,1,humanitarian
"This requires, above all, the creation of a largely harmonized, rapid asylum procedure that meets the requirements of the rule of law.","This requires, above all, the creation of a largely harmonized, rapid asylum procedure that meets the requirements of the rule of law.",601.0,,41521,2002,41521_2002_53615,601,1,humanitarian
Imbalances in the admission of asylum seekers and refugees in the EU member states must be compensated for by distributing them according to quotas based on population size and economic strength.,Imbalances in the admission of asylum seekers and refugees in the EU member states must be compensated for by distributing them according to quotas based on population size and economic strength.,601.0,,41521,2002,41521_2002_53616,601,1,humanitarian
We reject the transformation into a multicultural immigrant society pursued by the Red-Greens.,We reject the transformation into a multicultural immigrant society pursued by the Red-Greens.,608.0,,41521,2002,41521_2002_53620,608,1,cultural
The integration of immigrants does not come for free.,The integration of immigrants does not come for free.,608.0,,41521,2002,41521_2002_53621,608,1,cultural
The integration of people from other countries who are lawfully and permanently resident in Germany is a task for all forces in society.,The integration of people from other countries who are lawfully and permanently resident in Germany is a task for all forces in society.,608.0,,41521,2002,41521_2002_53622,608,1,cultural
We want to integrate foreigners.,We want to integrate foreigners.,608.0,,41521,2002,41521_2002_53623,608,1,cultural
"At the same time, we expect foreign citizens to want to integrate.","At the same time, we expect foreign citizens to want to integrate.",608.0,,41521,2002,41521_2002_53624,608,1,cultural
"We will put an end to a policy that on the one hand selectively expands immigration and on the other neglects the necessary integration, cuts existing integration offers and leaves the states and municipalities alone with the costs of integration and the consequences of a lack of integration success.","We will put an end to a policy that on the one hand selectively expands immigration and on the other neglects the necessary integration, cuts existing integration offers and leaves the states and municipalities alone with the costs of integration and the consequences of a lack of integration success.",608.0,,41521,2002,41521_2002_53629,608,1,economic
"Germany has no shortage of immigration, but of integration.","Germany has no shortage of immigration, but of integration.",608.0,,41521,2002,41521_2002_53630,608,1,cultural
"The high proportion of foreigners, especially in large cities such as Frankfurt a. M. with around 28 % or Munich with around 22 %, already leads to partial minority situations for Germans.","The high proportion of foreigners, especially in large cities such as Frankfurt a. M. with around 28 % or Munich with around 22 %, already leads to partial minority situations for Germans.",608.0,,41521,2002,41521_2002_53632,608,1,cultural
"The poor language skills of many foreigners, especially young ones, their frequent lack of prospects on the labor market and the strong educational gap between German and foreign young people are just a few recognizable harbingers of a threatening social explosive in Germany.","The poor language skills of many foreigners, especially young ones, their frequent lack of prospects on the labor market and the strong educational gap between German and foreign young people are just a few recognizable harbingers of a threatening social explosive in Germany.",705.0,,41521,2002,41521_2002_53633,705,1,economic
Learning and achievement deficits of foreign students must be addressed and remedied.,Learning and achievement deficits of foreign students must be addressed and remedied.,705.0,,41521,2002,41521_2002_53637,705,1,cultural
"We want genuine togetherness, not mere coexistence, and will therefore make it compulsory for immigrants to take part in integration courses in which not only language skills but also the basics of the legal and social order are taught.","We want genuine togetherness, not mere coexistence, and will therefore make it compulsory for immigrants to take part in integration courses in which not only language skills but also the basics of the legal and social order are taught.",608.0,,41521,2002,41521_2002_53642,608,1,cultural
"We will counteract the undesirable development that quite a few Turkish parents living in Germany send their children to school in Turkey, which permanently damages their chances of integration.","We will counteract the undesirable development that quite a few Turkish parents living in Germany send their children to school in Turkey, which permanently damages their chances of integration.",608.0,,41521,2002,41521_2002_53643,608,1,cultural
We will set the age limit for family members to join foreigners in Germany in such a way that young people coming to Germany have optimal opportunities for integration.,We will set the age limit for family members to join foreigners in Germany in such a way that young people coming to Germany have optimal opportunities for integration.,601.0,,41521,2002,41521_2002_53644,601,1,cultural
"Flexible transition periods, differentiated by sector and region and sufficiently long, are necessary until freedom of movement for workers, freedom of establishment and freedom to provide services can be granted in full.","Flexible transition periods, differentiated by sector and region and sufficiently long, are necessary until freedom of movement for workers, freedom of establishment and freedom to provide services can be granted in full.",110.0,,41521,2002,41521_2002_53679,110,1,economic
"Today, the German expellees and the German ethnic groups in Central and Eastern Europe have an important bridging function in the cooperation with Germany's eastern neighbors.","Today, the German expellees and the German ethnic groups in Central and Eastern Europe have an important bridging function in the cooperation with Germany's eastern neighbors.",706.0,,41521,2002,41521_2002_53683,706,1,cultural
The Union will raise the legitimate concerns of the expellees in view of the eastward enlargement of the European Union.,The Union will raise the legitimate concerns of the expellees in view of the eastward enlargement of the European Union.,706.0,,41521,2002,41521_2002_53685,706,1,security
"The freedom of movement and settlement that applies in the European Union is a step towards the realization of the right to the homeland also of the German expellees - in a Europe that sees itself as a community of rights and values and in which the peoples and ethnic groups can live together in harmony and without legal discrimination, also from the past.","The freedom of movement and settlement that applies in the European Union is a step towards the realization of the right to the homeland also of the German expellees - in a Europe that sees itself as a community of rights and values and in which the peoples and ethnic groups can live together in harmony and without legal discrimination, also from the past.",201.0,,41521,2002,41521_2002_53686,201,1,cultural
The expulsion decrees and laws are injustice.,The expulsion decrees and laws are injustice.,201.0,,41521,2002,41521_2002_53688,201,1,humanitarian
Expulsion and ethnic cleansing must not be part of the existing legal order anywhere.,Expulsion and ethnic cleansing must not be part of the existing legal order anywhere.,201.0,,41521,2002,41521_2002_53690,201,1,humanitarian
"In contrast to the SPD and the Greens, who want to arbitrarily exclude German Aussiedler to a large extent, we are committed to the history of all Germans.","In contrast to the SPD and the Greens, who want to arbitrarily exclude German Aussiedler to a large extent, we are committed to the history of all Germans.",601.0,,41521,2002,41521_2002_53691,601,1,cultural
"With a ""Center against Expulsion"" in Berlin we want to set a sign to remember the injustice of expulsion and to outlaw it forever.","With a ""Center against Expulsion"" in Berlin we want to set a sign to remember the injustice of expulsion and to outlaw it forever.",201.0,,41521,2002,41521_2002_53692,201,1,humanitarian
We will create clear legal bases and responsibilities to enable the Bundeswehr to be deployed within the framework of its specific capabilities to complement the police and the Federal Border Police in situations of particular danger.,We will create clear legal bases and responsibilities to enable the Bundeswehr to be deployed within the framework of its specific capabilities to complement the police and the Federal Border Police in situations of particular danger.,104.0,,41521,2002,41521_2002_53800,104,1,security
"We want to keep the labor market open for foreign academics, graduates of German schools abroad and foreign students.","We want to keep the labor market open for foreign academics, graduates of German schools abroad and foreign students.",408.0,,41320,2009,41320_2009_54633,408,1,economic
"We will also work hard to improve the qualifications of migrants, including language support and recognition of their foreign qualifications.","We will also work hard to improve the qualifications of migrants, including language support and recognition of their foreign qualifications.",607.0,,41320,2009,41320_2009_54634,607,1,cultural
"We will also focus on the integration of immigrants, who need even better support in integrating into the labor market.","We will also focus on the integration of immigrants, who need even better support in integrating into the labor market.",705.0,,41320,2009,41320_2009_54664,705,1,economic
- End the discrimination of immigrant children.,- End the discrimination of immigrant children.,705.0,,41320,2009,41320_2009_54779,705,1,cultural
Germany is a country of immigration.,Germany is a country of immigration.,607.0,,41320,2009,41320_2009_54780,607,1,cultural
A quarter of all children have at least one parent who immigrated from another country.,A quarter of all children have at least one parent who immigrated from another country.,607.0,,41320,2009,41320_2009_54781,607,1,cultural
We want to further develop the internationalization of teaching and research so that more top researchers from abroad come to us and stay in our country.,We want to further develop the internationalization of teaching and research so that more top researchers from abroad come to us and stay in our country.,411.0,,41320,2009,41320_2009_54878,411,1,economic
Immigration law and earning opportunities are key factors in this.,Immigration law and earning opportunities are key factors in this.,411.0,,41320,2009,41320_2009_54879,411,1,economic
Germany is a country of immigration.,Germany is a country of immigration.,607.0,,41320,2009,41320_2009_55216,607,1,cultural
Immigrants have helped make our country successful.,Immigrants have helped make our country successful.,607.0,,41320,2009,41320_2009_55217,607,1,cultural
What we want: Germany needs immigration Immigration needs integration,What we want: Germany needs immigration Immigration needs integration,,,41320,2009,41320_2009_55228,,1,cultural
Germany is a country of immigration.,Germany is a country of immigration.,607.0,,41320,2009,41320_2009_55230,607,1,cultural
We want to strengthen immigrants in their courage to find their home in Germany,We want to strengthen immigrants in their courage to find their home in Germany,705.0,,41320,2009,41320_2009_55233,705,1,cultural
"But this also includes the public promotion of migration cultures and, in particular, the area of intercultural education.","But this also includes the public promotion of migration cultures and, in particular, the area of intercultural education.",607.0,,41320,2009,41320_2009_55237,607,1,cultural
We want to use special support programs and model projects to help improve the position of migrants in working life.,We want to use special support programs and model projects to help improve the position of migrants in working life.,607.0,,41320,2009,41320_2009_55241,607,1,economic
We want to open up public institutions and the administration interculturally and increase the proportion of migrant employees in the public sector.,We want to open up public institutions and the administration interculturally and increase the proportion of migrant employees in the public sector.,607.0,,41320,2009,41320_2009_55243,607,1,cultural
- Acquisition of German citizenship.,- Acquisition of German citizenship.,705.0,,41320,2009,41320_2009_55244,705,1,cultural
We make it easier for people who were born in our country or have lived with us for a long time to acquire German citizenship.,We make it easier for people who were born in our country or have lived with us for a long time to acquire German citizenship.,705.0,,41320,2009,41320_2009_55245,705,1,cultural
Dual citizenship we accept people should identify with the country of their origin and with Germany.,Dual citizenship we accept people should identify with the country of their origin and with Germany.,705.0,,41320,2009,41320_2009_55246,705,1,cultural
We must and want to become more attractive to immigrants.,We must and want to become more attractive to immigrants.,607.0,,41320,2009,41320_2009_55248,607,1,cultural
We want to better enable and manage skilled immigration.,We want to better enable and manage skilled immigration.,607.0,,41320,2009,41320_2009_55249,607,1,economic
"Many immigrants are well educated, but have to experience that their qualifications are not recognized in Germany.","Many immigrants are well educated, but have to experience that their qualifications are not recognized in Germany.",705.0,,41320,2009,41320_2009_55252,705,1,cultural
"The Red-Green Immigration Act did not abolish toleration altogether, but it was the first step towards a secure humanitarian residence for tolerated persons.","The Red-Green Immigration Act did not abolish toleration altogether, but it was the first step towards a secure humanitarian residence for tolerated persons.",201.0,,41320,2009,41320_2009_55255,201,1,humanitarian
The regulations on humanitarian residence were supplemented with the successful right to stay regulation in 2007.,The regulations on humanitarian residence were supplemented with the successful right to stay regulation in 2007.,201.0,,41320,2009,41320_2009_55256,201,1,humanitarian
"We advocate the abolition of chain tolerations if the residence cannot be terminated for humanitarian reasons, a residence title should be issued.","We advocate the abolition of chain tolerations if the residence cannot be terminated for humanitarian reasons, a residence title should be issued.",201.0,,41320,2009,41320_2009_55257,201,1,humanitarian
- Spousal reunification.,- Spousal reunification.,607.0,,41320,2009,41320_2009_55258,607,1,cultural
We want to make it easier for foreign spouses to join Germans and foreigners.,We want to make it easier for foreign spouses to join Germans and foreigners.,607.0,,41320,2009,41320_2009_55259,607,1,cultural
- Humane refugee policy.,- Humane refugee policy.,201.0,,41320,2009,41320_2009_55260,201,1,humanitarian
"For the people who have fled their homelands to Germany, we must make consistent use of the humanitarian leeway.","For the people who have fled their homelands to Germany, we must make consistent use of the humanitarian leeway.",705.0,,41320,2009,41320_2009_55261,705,1,humanitarian
Refugees must also be given adequate access to social services.,Refugees must also be given adequate access to social services.,503.0,,41320,2009,41320_2009_55262,503,1,humanitarian
We want to offer young people incentives not to migrate to other regions.,We want to offer young people incentives not to migrate to other regions.,706.0,,41320,2009,41320_2009_55449,706,1,economic
Young people from immigrant families are often particularly affected by this.,Young people from immigrant families are often particularly affected by this.,705.0,,41320,2009,41320_2009_55497,705,1,cultural
"Especially in our immigration society, they are at the same time an important element of integration and community.","Especially in our immigration society, they are at the same time an important element of integration and community.",502.0,,41320,2009,41320_2009_55688,502,1,cultural
"For non-EU citizens who have lived in Germany for 6 years, we will enforce local voting rights.","For non-EU citizens who have lived in Germany for 6 years, we will enforce local voting rights.",202.0,,41320,2009,41320_2009_55776,202,1,cultural
We can do our part to fight the causes of flight and not the refugees.,We can do our part to fight the causes of flight and not the refugees.,107,,41113,2017,41113_2017_56136,107,1,humanitarian
We are fighting to ensure that Germany continues to offer protection and a home to people fleeing war and violence.,We are fighting to ensure that Germany continues to offer protection and a home to people fleeing war and violence.,201.2,,41113,2017,41113_2017_56209,201.2,1,humanitarian
"Because Germany is dependent on immigration, we want to regulate it transparently and sensibly.","Because Germany is dependent on immigration, we want to regulate it transparently and sensibly.",602.2,,41113,2017,41113_2017_56210,602.2,1,security
"the humanitarian reception of refugees,","the humanitarian reception of refugees,",201.2,,41113,2017,41113_2017_56236,201.2,1,humanitarian
The wars and refugee movements of recent years would be a mere breeze compared to the storm that threatened future generations.,The wars and refugee movements of recent years would be a mere breeze compared to the storm that threatened future generations.,501,,41113,2017,41113_2017_56284,501,1,security
"If we do not stop this development, up to 250 million people could be forced to leave their homes by 2050, according to figures from the United Nations Refugee Agency.","If we do not stop this development, up to 250 million people could be forced to leave their homes by 2050, according to figures from the United Nations Refugee Agency.",501,,41113,2017,41113_2017_56591,501,1,humanitarian
"We will prevent the opening of new opencast lignite mines and their expansion, as well as the construction of new coal-fired power plants, and we will no longer permit any new resettlements.","We will prevent the opening of new opencast lignite mines and their expansion, as well as the construction of new coal-fired power plants, and we will no longer permit any new resettlements.",412,,41113,2017,41113_2017_56643,412,1,economic
"For example, in Schleswig-Holstein with regard to the demand-controlled lighting of wind turbines to avoid unnecessary flashing at night, or the temporary shutdown when bats are active and birds are migrating strongly.","For example, in Schleswig-Holstein with regard to the demand-controlled lighting of wind turbines to avoid unnecessary flashing at night, or the temporary shutdown when bats are active and birds are migrating strongly.",501,,41113,2017,41113_2017_56884,501,1,security
"For us, this includes a dense and modernized rail network that guarantees punctuality and coordinated connections throughout Germany - and where possible also across borders throughout Europe.","For us, this includes a dense and modernized rail network that guarantees punctuality and coordinated connections throughout Germany - and where possible also across borders throughout Europe.",416.2,,41113,2017,41113_2017_57012,416.2,1,economic
We reject the anti-European and bureaucratic toll on foreigners and want to abolish it as soon as possible.,We reject the anti-European and bureaucratic toll on foreigners and want to abolish it as soon as possible.,108,,41113,2017,41113_2017_57028,108,1,security
"On the African continent, people are fleeing violence, lack of economic prospects, gender-specific persecution and the current worsening famine disasters, especially in Somalia, South Sudan, Nigeria, but also in Yemen.","On the African continent, people are fleeing violence, lack of economic prospects, gender-specific persecution and the current worsening famine disasters, especially in Somalia, South Sudan, Nigeria, but also in Yemen.",107,,41113,2017,41113_2017_57180,107,1,humanitarian
"Plans for nationalist isolationism and trade wars, denial of the climate crisis, negation of the Geneva Convention with regard to the requirement to help refugees and on the prohibition of torture undermine the urgently needed joint action.","Plans for nationalist isolationism and trade wars, denial of the climate crisis, negation of the Geneva Convention with regard to the requirement to help refugees and on the prohibition of torture undermine the urgently needed joint action.",107,,41113,2017,41113_2017_57191,107,1,humanitarian
"We want to provide more funding for crisis prevention and also make the internationally promised 0.7 percent of our economic output available for global development on a permanent basis, without counting the costs of refugees at home.","We want to provide more funding for crisis prevention and also make the internationally promised 0.7 percent of our economic output available for global development on a permanent basis, without counting the costs of refugees at home.",107,,41113,2017,41113_2017_57206,107,1,economic
Our approach against the causes of flight can be an important building block in enabling people to have a perspective on life in their countries.,Our approach against the causes of flight can be an important building block in enabling people to have a perspective on life in their countries.,107,,41113,2017,41113_2017_57209,107,1,cultural
This means that we will fight the causes of flight and not the refugees.,This means that we will fight the causes of flight and not the refugees.,107,,41113,2017,41113_2017_57210,107,1,humanitarian
"We want to offer protection to those who flee to Germany from war, violence or persecution.","We want to offer protection to those who flee to Germany from war, violence or persecution.",201.2,,41113,2017,41113_2017_57215,201.2,1,humanitarian
"But also with regard to immigration, we want to finally adapt citizenship law to reality.","But also with regard to immigration, we want to finally adapt citizenship law to reality.",607.2,,41113,2017,41113_2017_57216,607.2,1,cultural
"Today, we citizens of the Union can travel, study, work and live without borders within the EU, we can believe what we want and love whom we want.","Today, we citizens of the Union can travel, study, work and live without borders within the EU, we can believe what we want and love whom we want.",108,,41113,2017,41113_2017_57235,108,1,cultural
"The major cross-border problems of our time are too big for small states: the fight against the climate crisis, hunger, poverty, war and terrorism, corruption, the just shaping of globalization, as well as the commitment to a humane refugee policy and the participation of all in social prosperity and progress.","The major cross-border problems of our time are too big for small states: the fight against the climate crisis, hunger, poverty, war and terrorism, corruption, the just shaping of globalization, as well as the commitment to a humane refugee policy and the participation of all in social prosperity and progress.",108,,41113,2017,41113_2017_57240,108,1,humanitarian
"As before, free access to the EU's internal market may only be possible if the uniformity of European law, the law-making and jurisdiction of the Community institutions and the validity of all four fundamental freedoms, in particular the free movement of persons, are preserved.","As before, free access to the EU's internal market may only be possible if the uniformity of European law, the law-making and jurisdiction of the Community institutions and the validity of all four fundamental freedoms, in particular the free movement of persons, are preserved.",108,,41113,2017,41113_2017_57263,108,1,security
We want to make it easy for all British citizens who have been living in Germany for a long time to become German citizens and thus remain EU citizens.,We want to make it easy for all British citizens who have been living in Germany for a long time to become German citizens and thus remain EU citizens.,108,,41113,2017,41113_2017_57272,108,1,cultural
We are working to ensure that all European member states support a solidarity-based refugee policy.,We are working to ensure that all European member states support a solidarity-based refugee policy.,108,,41113,2017,41113_2017_57279,108,1,humanitarian
We want open borders in the Schengen area again.,We want open borders in the Schengen area again.,108,,41113,2017,41113_2017_57280,108,1,security
It is important to us that the cross-border movement of workers is better socially secured so that they do not fall through a ras-ter of nationally fragmented social systems.,It is important to us that the cross-border movement of workers is better socially secured so that they do not fall through a ras-ter of nationally fragmented social systems.,504,,41113,2017,41113_2017_57326,504,1,economic
EU citizens should be granted the right to vote in state elections in Germany.,EU citizens should be granted the right to vote in state elections in Germany.,202.1,,41113,2017,41113_2017_57351,202.1,1,cultural
"We oppose a fatal paradigm shift of reallocating hitherto civilian funds from the EU budget for military or refugee defense, as well as misusing the Investment Bank and the Instrument for Stability and Peace for military purposes.","We oppose a fatal paradigm shift of reallocating hitherto civilian funds from the EU budget for military or refugee defense, as well as misusing the Investment Bank and the Instrument for Stability and Peace for military purposes.",105,,41113,2017,41113_2017_57363,105,1,security
Politically persecuted persons should find refuge in the EU and the visa requirement should be abolished.,Politically persecuted persons should find refuge in the EU and the visa requirement should be abolished.,201.2,,41113,2017,41113_2017_57390,201.2,1,humanitarian
We want to support our partner countries in creating livable prospects for the people on the ground and thus also eliminate the causes of flight in the long term.,We want to support our partner countries in creating livable prospects for the people on the ground and thus also eliminate the causes of flight in the long term.,107,,41113,2017,41113_2017_57396,107,1,economic
We also want to make it easier for trainees and students from African countries to enter the EU.,We also want to make it easier for trainees and students from African countries to enter the EU.,107,,41113,2017,41113_2017_57398,107,1,economic
"Resource conflicts, refugee movements and the common challenge of the climate crisis show that the world's problems can only be solved across borders.","Resource conflicts, refugee movements and the common challenge of the climate crisis show that the world's problems can only be solved across borders.",107,,41113,2017,41113_2017_57453,107,1,humanitarian
Linking development cooperation to readmission agreements is not a basis for a human rights-based development policy.,Linking development cooperation to readmission agreements is not a basis for a human rights-based development policy.,201.2,,41113,2017,41113_2017_57481,201.2,1,humanitarian
"We are finally delivering on the now almost 50-year-old and oft-repeated promise to allocate 0.7 percent of our economic output to global development, without charging costs for refugees in Germany.","We are finally delivering on the now almost 50-year-old and oft-repeated promise to allocate 0.7 percent of our economic output to global development, without charging costs for refugees in Germany.",107,,41113,2017,41113_2017_57486,107,1,economic
We will not count expenses for refugees in Germany.,We will not count expenses for refugees in Germany.,107,,41113,2017,41113_2017_57585,107,1,humanitarian
"This is also a contribution to civil crisis prevention and, in the long term, to combating the causes of flight.","This is also a contribution to civil crisis prevention and, in the long term, to combating the causes of flight.",107,,41113,2017,41113_2017_57587,107,1,humanitarian
The United Nations Refugee Agency (UNHCR) must do a better job of saving lives in the face of rapidly growing refugee numbers around the world.,The United Nations Refugee Agency (UNHCR) must do a better job of saving lives in the face of rapidly growing refugee numbers around the world.,201.2,,41113,2017,41113_2017_57601,201.2,1,humanitarian
IV. WE PROTECT REFUGEES AND FIGHT THE CAUSES OF FLIGHT,IV. WE PROTECT REFUGEES AND FIGHT THE CAUSES OF FLIGHT,H,,41113,2017,41113_2017_57734,H,1,security
"Many Germans know flight from their family history from their parents and grandparents, some have themselves experienced flight and expulsion as a result of the Second World War.","Many Germans know flight from their family history from their parents and grandparents, some have themselves experienced flight and expulsion as a result of the Second World War.",201.2,,41113,2017,41113_2017_57737,201.2,1,cultural
Many fled the GDR for the democratic West.,Many fled the GDR for the democratic West.,201.2,,41113,2017,41113_2017_57738,201.2,1,humanitarian
We are experiencing the great challenge of the movement of refugees at the borders of Europe just as we are here at home.,We are experiencing the great challenge of the movement of refugees at the borders of Europe just as we are here at home.,201.2,,41113,2017,41113_2017_57740,201.2,1,security
Our country has offered refuge to many people at a time when other states have ducked away.,Our country has offered refuge to many people at a time when other states have ducked away.,601.1,,41113,2017,41113_2017_57742,601.1,1,humanitarian
"Where a few thousands have agitated against refugees, millions of people have helped and thereby shown how strong civil society is in Germany.","Where a few thousands have agitated against refugees, millions of people have helped and thereby shown how strong civil society is in Germany.",606.1,,41113,2017,41113_2017_57743,606.1,1,humanitarian
"It has massively tightened up asylum law and, together with other European governments, is pursuing the sealing off of the EU.","It has massively tightened up asylum law and, together with other European governments, is pursuing the sealing off of the EU.",602.2,,41113,2017,41113_2017_57748,602.2,1,security
"The staff of the municipalities, other authorities, organizations and many volunteers were at the limits of their capacity, thousands of refugees did not know whether they could find protection, some refugees were registered five times and others not at all.","The staff of the municipalities, other authorities, organizations and many volunteers were at the limits of their capacity, thousands of refugees did not know whether they could find protection, some refugees were registered five times and others not at all.",602.2,,41113,2017,41113_2017_57752,602.2,1,humanitarian
"We want to know who is coming to Europe, we want regulated procedures and control of the European external border.","We want to know who is coming to Europe, we want regulated procedures and control of the European external border.",602.2,,41113,2017,41113_2017_57753,602.2,1,security
Every deportation is associated with great human hardship.,Every deportation is associated with great human hardship.,201.2,,41113,2017,41113_2017_57755,201.2,1,security
"Therefore, we would like to strengthen voluntary return for all those who are not entitled to asylum.","Therefore, we would like to strengthen voluntary return for all those who are not entitled to asylum.",201.2,,41113,2017,41113_2017_57756,201.2,1,humanitarian
Not every rejected asylum application leads to deportation.,Not every rejected asylum application leads to deportation.,201.2,,41113,2017,41113_2017_57757,201.2,1,humanitarian
"In many cases, a residence permit is issued for legally guaranteed humanitarian reasons, rather than deportation.","In many cases, a residence permit is issued for legally guaranteed humanitarian reasons, rather than deportation.",201.2,,41113,2017,41113_2017_57758,201.2,1,humanitarian
"We think this is right, we stand by this policy and oppose the deportation populism of the Grand Coalition, which is based on numbers.","We think this is right, we stand by this policy and oppose the deportation populism of the Grand Coalition, which is based on numbers.",201.2,,41113,2017,41113_2017_57759,201.2,1,humanitarian
"In 1949, the Federal Republic of Germany enshrined one of the most liberal asylum laws in the Basic Law - also as a lesson from German history.","In 1949, the Federal Republic of Germany enshrined one of the most liberal asylum laws in the Basic Law - also as a lesson from German history.",201.2,,41113,2017,41113_2017_57760,201.2,1,cultural
We fight resolutely for the individual fundamental right to asylum.,We fight resolutely for the individual fundamental right to asylum.,201.2,,41113,2017,41113_2017_57761,201.2,1,humanitarian
Full access to a fair asylum procedure must be guaranteed.,Full access to a fair asylum procedure must be guaranteed.,201.2,,41113,2017,41113_2017_57762,201.2,1,humanitarian
We reject the inhumane tightening of asylum laws in recent years.,We reject the inhumane tightening of asylum laws in recent years.,201.2,,41113,2017,41113_2017_57763,201.2,1,humanitarian
Unfair and flawed asylum procedures lead to record numbers of complaints in administrative courts.,Unfair and flawed asylum procedures lead to record numbers of complaints in administrative courts.,201.2,,41113,2017,41113_2017_57765,201.2,1,humanitarian
We will not allow the EU to get rid of its problems by leaving refugees to languish in the camps of North Africa.,We will not allow the EU to get rid of its problems by leaving refugees to languish in the camps of North Africa.,201.2,,41113,2017,41113_2017_57768,201.2,1,humanitarian
"Because for us one thing is clear: refugees are not streams, avalanches or waves, they are people.","Because for us one thing is clear: refugees are not streams, avalanches or waves, they are people.",201.2,,41113,2017,41113_2017_57769,201.2,1,humanitarian
We want to pursue an active refugee policy that significantly shortens the duration of asylum procedures so,We want to pursue an active refugee policy that significantly shortens the duration of asylum procedures so,201.2,,41113,2017,41113_2017_57771,201.2,1,humanitarian
that long waiting times for asylum seekers come to an end and they are well integrated and enabled to participate on an equal footing.,that long waiting times for asylum seekers come to an end and they are well integrated and enabled to participate on an equal footing.,602.2,,41113,2017,41113_2017_57772,602.2,1,cultural
People have always migrated.,People have always migrated.,602.2,,41113,2017,41113_2017_57773,602.2,1,cultural
"For people who want to live and work in Germany of their own free will, rules such as an immigration law are needed (--> Chapter: We are shaping our immigration country, p. 111).","For people who want to live and work in Germany of their own free will, rules such as an immigration law are needed (--> Chapter: We are shaping our immigration country, p. 111).",602.2,,41113,2017,41113_2017_57775,602.2,1,economic
1. our plan for an active refugee policy,1. our plan for an active refugee policy,H,,41113,2017,41113_2017_57776,H,1,humanitarian
"For us, a refugee policy consists of four steps.","For us, a refugee policy consists of four steps.",107,,41113,2017,41113_2017_57777,107,1,humanitarian
The best refugee policy is one that makes flight unnecessary.,The best refugee policy is one that makes flight unnecessary.,107,,41113,2017,41113_2017_57779,107,1,humanitarian
"Second, through legal channels, we ensure that refugees no longer have to risk their lives on dangerous escape routes.","Second, through legal channels, we ensure that refugees no longer have to risk their lives on dangerous escape routes.",201.2,,41113,2017,41113_2017_57780,201.2,1,humanitarian
"We will set up contingents, such as a generous resettlement program, which will open up a safe path for people and become an integral part of refugee policy in Germany under the direction of the UNHCR.","We will set up contingents, such as a generous resettlement program, which will open up a safe path for people and become an integral part of refugee policy in Germany under the direction of the UNHCR.",201.2,,41113,2017,41113_2017_57781,201.2,1,humanitarian
